alrt_01J1D1GAT5G5S6QNMCND5PMDAX,t,ftxt_01J1D1GVD7X1VBKZMPJ8AKYYMB,WARN_PRIMARY,ctry_01GW2HHDK9M26M80SG63T21SVH,,10
alrt_01J5XNBQ5GREHSHK5D2QTCXRWE,f,ftxt_01J5XNC3P8HS8SWHGBB546D4RA,INFO_PRIMARY,ctry_01GW2HHDK9M26M80SG63T21SVH,,0
