smsv_01GXPPAAWYV8Z2P5BXBM9RX37B,GitHub,{https://www.github.com},carbon:logo-github,f,social.github,common,2023-04-10 22:59:19.752,2023-04-10 22:59:19.752,t
smsv_01GXPPAAWY4B6FPFYN168QS0ZP,TikTok,{https://www.tiktok.com},simple-icons:tiktok,f,social.tiktok,common,2023-04-10 22:59:19.752,2023-04-10 22:59:19.752,t
smsv_01GW2HHE8JNZH93PH4TMX096KZ,Facebook,{https://facebook.com/},carbon:logo-facebook,f,social.facebook,common,2023-03-21 16:55:19.261,2023-04-10 22:59:20.552,t
smsv_01GW2HHE8MFRKMQHZJPK7QPRBS,Instagram,{https://instagram.com/},carbon:logo-instagram,f,social.instagram,common,2023-03-21 16:55:19.261,2023-04-10 22:59:20.552,t
smsv_01GW2HHE8M8DW76GGMR71DZ9JD,Email,"{'"'"}",carbon:email,t,social.email,common,2023-03-21 16:55:19.261,2023-04-10 22:59:20.552,t
smsv_01GW2HHE8KK4BX2DXWGJ0187VJ,Twitter,{https://twitter.com/},carbon:logo-twitter,f,social.twitter,common,2023-03-21 16:55:19.261,2023-04-10 22:59:20.552,t
smsv_01GW2HHE8KPYQHDXPMB7S712TB,LinkedIn,"{https://linkedin.com/in/,https://linkedin.com/company/}",carbon:logo-linkedin,f,social.linkedin,common,2023-03-21 16:55:19.261,2023-04-10 22:59:20.552,t
smsv_01GW2HHE8MPXWX1SENQWRJ45RX,YouTube,{https://youtube.com/user/},carbon:logo-youtube,f,social.youtube,common,2023-03-21 16:55:19.261,2023-04-10 22:59:20.552,t
