lang_0000000000SAQT9TT47CVH6SED,Ndonga,ng,ndo,Owambo,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000Z7NFAWFFR0Z0BJNY,Dutch,nl,nld,Nederlands,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_000000000010E6CHVBERY6JA6V,Norwegian Nynorsk,nn,nno,Norsk nynorsk,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000PV27SWWAGF5Z9FAR,Norwegian,no,nor,Norsk,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000ZPG2XXHQYQ8F7B6H,Southern Ndebele,nr,nbl,Isindebele,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000Q979G5K0BK4AT3MK,Navajo,nv,nav,Diné bizaad,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000BDTED8QCRVNB5C37,Chichewa,ny,nya,Chicheŵa,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000MZ5YBBEART36RX9R,Occitan,oc,oci,Occitan,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000H57HYKM4EY18SDAZ,Ojibwe,oj,oji,ᐊᓂᔑᓈᐯᒧᐎᓐ,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000MZBPH2HFVSBWJ0QY,Oromo,om,orm,Afaan oromoo,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000PYKG1QZJDQDRGSYZ,Oriya,or,ori,ଓଡ଼ିଆ,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000GM6J44K73WFCKVYE,Ossetian,os,oss,Ирон æвзаг,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000JBHAXG1FRQKZ078J,Panjabi,pa,pan,ਪੰਜਾਬੀ,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000X0FR5ER8Q57924S6,Pāli,pi,pli,पाऴि,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_00000000000STKXNJQ1Y0SVEWJ,Pashto,ps,pus,پښتو,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000VQ0ZSR7E0K0HX61J,Quechua,qu,que,Runa simi,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000BEC84Q0EDV49F2JJ,Romansh,rm,roh,Rumantsch grischun,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000P10Q9MXMA7G9K50K,Kirundi,rn,run,Ikirundi,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000Q2F35A6VB0ZH3Y4X,Romanian,ro,ron,Română,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000VE6VRTR7KJV4C1MY,Kinyarwanda,rw,kin,Ikinyarwanda,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000G514DDFYJ35HYX51,Sanskrit,sa,san,संस्कृतम्,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000SH25T8J682WRD6PN,Sardinian,sc,srd,Sardu,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000AFM9J752C12C5Y3Q,Sindhi,sd,snd,सिन्धी,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
