utyp_00000000009302JGV6Z0ZTN85S,provider,type-provider,user,2023-03-21 16:55:16.873,2023-03-21 16:55:16.873,t
utyp_0000000000JZQ2FTJB14BTZPKM,lcr,type-lcr,user,2023-03-21 16:55:16.873,2023-03-21 16:55:16.873,t
utyp_0000000000WGPZEMFBC23R1EEA,dataManager,type-datamanager,user,2023-03-21 16:55:16.873,2023-03-21 16:55:16.873,t
utyp_0000000000JGRQ4HEQV2QQNT34,dataAdmin,type-dataadmin,user,2023-03-21 16:55:16.873,2023-03-21 16:55:16.873,t
utyp_0000000000EEG4295WWVCR0CHA,sysadmin,type-sysadmin,user,2023-03-21 16:55:16.873,2023-03-21 16:55:16.873,t
utyp_0000000000DVTQATX3C0Y0WA65,system,type-system,user,2023-03-21 16:55:16.873,2023-03-21 16:55:16.873,t
utyp_0000000000J3RW733EJ7A8TYT2,individual,type-individual,user,2023-03-21 16:55:16.873,2023-06-13 21:02:58.469,t
