sugg_01H32R1A7QSGY3B25FBH6DTXMB,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'"}",orgn_01H32R1A7MHZ21758W8TT8BX2P,2023-06-16 18:38:43.452,2023-06-16 18:38:43.452,,
sugg_01H48TD8A5ZTERF8824KWXPNBE,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgWebsite'": '"www.holyspiritbelmont.org'", '"communityFocus'": ['"attr_01GW2HHFVN72D7XEBZZJXCJQXQ'", '"attr_01GW2HHFVPCVX8F3B7M30ZJEHW'", '"attr_01GW2HHFVPJERY0GS9D7F56A23'", '"attr_01GW2HHFVQVEGH6W3A2ANH1QZE'", '"attr_01GW2HHFVQ7SYGD3KM8WP9X50B'", '"attr_01GW2HHFVQEFWW42MBAD64BWXZ'", '"attr_01GW2HHFVQX4M8DY1FSAYSJSSK'"], '"serviceCategories'": ['"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'"]}",orgn_01H48TD89YTXAE4QGEQW57QYRA,2023-07-01 13:31:20.265,2023-07-01 13:31:20.265,,
sugg_01HE5X1BG8YVTPD2F5H902NGP1,"{'"json'": {'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgAddress'": {'"city'": '"Portland'", '"govDist'": '"OR'", '"street1'": '"4115 North Mississippi Avenue'", '"postCode'": '"97217'"}, '"orgWebsite'": '"https://www.equi-institute.org/'", '"communityFocus'": ['"attr_01GW2HHFVN72D7XEBZZJXCJQXQ'", '"attr_01GW2HHFVRMQFJ9AMA633SQQGV'", '"attr_01GW2HHFVPCVX8F3B7M30ZJEHW'", '"attr_01GW2HHFVPJERY0GS9D7F56A23'", '"attr_01GW2HHFVQVEGH6W3A2ANH1QZE'", '"attr_01GW2HHFVQ8AGBKBBZJWTHNP2F'", '"attr_01GW2HHFVQ7SYGD3KM8WP9X50B'", '"attr_01GW2HHFVQEFWW42MBAD64BWXZ'", '"attr_01GW2HHFVQX4M8DY1FSAYSJSSK'"], '"serviceCategories'": ['"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'", '"svct_01GW2HHEVDKRVB42KT85KA3FM3'", '"svct_01GW2HHEVGD7CE9VKYVSZYYTPS'", '"svct_01HAD5SFNG7R86J1RTHXBFD96J'", '"svct_01GW2HHEVPFRQR07PTHMWJDDKS'", '"svct_01GW2HHEVPE008PHCPNHZDAWMS'", '"svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ'", '"svct_01GW2HHEVKVHTWSBY7PVWC5390'"]}}",orgn_01HE5X1BG12QQ4TG5WJZ6S645Z,2023-11-01 16:56:30.986,2023-11-01 16:56:30.986,,
sugg_01HEP9Q6G2J99NG6KX6MEC7QN1,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgWebsite'": '"https://projectlazarus.net'", '"communityFocus'": ['"attr_01GW2HHFVRMQFJ9AMA633SQQGV'"], '"serviceCategories'": ['"svct_01GW2HHEVF8W7D67CH3NVSQYA6'", '"svct_01GW2HHEVGD7CE9VKYVSZYYTPS'", '"svct_01GW2HHEVKVHTWSBY7PVWC5390'", '"svct_01GW2HHEVPE008PHCPNHZDAWMS'", '"svct_01GW2HHEVFXW9YFMK4R95ZHBPV'"]}",orgn_01HEP9Q6FZ85PQAHMD7C23YQ7G,2023-11-08 01:46:00.58,2023-11-08 01:46:00.58,,
sugg_01H5XNENVVS7S1DGHMQAB10EVJ,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgWebsite'": '"https://www.dallashopecharities.org/programs/dallas-hope-center/'", '"communityFocus'": ['"attr_01GW2HHFVQVEGH6W3A2ANH1QZE'"], '"serviceCategories'": ['"svct_01GW2HHEVF8W7D67CH3NVSQYA6'", '"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'", '"svct_01GW2HHEVGD7CE9VKYVSZYYTPS'"]}",orgn_01H5XNENVR30T0MDJW5TJVG6SN,2023-07-22 02:04:28.937,2023-11-17 22:26:46.684,t,
sugg_01H6EN7XV8RQ8Y968JVVJ9E344,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgAddress'": {'"city'": '"Alexandria'", '"govDist'": '"VA'", '"street1'": '"700 Commonwealth Avenue'", '"postCode'": '"22301'"}, '"orgWebsite'": '"cbcalexandria.org'", '"serviceCategories'": ['"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'", '"svct_01GW2HHEVMEF7DMG9WHP0JM2ZZ'"]}",orgn_01H6EN7XV5HXQ4VZ07ENPYQHFR,2023-07-28 16:27:53.08,2023-11-17 22:26:46.684,t,
sugg_01H5XR4H2DCCKASPDS76Y5C21D,"{'"json'": {'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgAddress'": {}, '"orgWebsite'": '"https://phxindcenter.org/'", '"communityFocus'": ['"attr_01GW2HHFVN72D7XEBZZJXCJQXQ'"], '"serviceCategories'": ['"svct_01GW2HHEVDX898ZT0QGM471WMV'", '"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'", '"svct_01GW2HHEVPE008PHCPNHZDAWMS'"]}}",orgn_01H5XR4H29ZTE566BQFK6J9CKD,2023-07-22 02:51:22.065,2023-07-22 02:51:22.065,,
sugg_01H6ERAXSFJN3D7SYH7XS9B2EH,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgWebsite'": '"carabowling.org'", '"serviceCategories'": ['"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'", '"svct_01GW2HHEVPE008PHCPNHZDAWMS'"]}",orgn_01H6ERAXSAQ0WPXFX5B49Q28FS,2023-07-28 17:21:57.052,2023-11-17 22:26:46.684,t,
sugg_01H6SKCZFGF0YPFZN4N4TTF310,"{'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgWebsite'": '"agla.org'", '"serviceCategories'": ['"svct_01GW2HHEVDX898ZT0QGM471WMV'", '"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'", '"svct_01GW2HHEVPE008PHCPNHZDAWMS'"]}",orgn_01H6SKCZFCF3AFZY74JGN1JHS3,2023-08-01 22:27:20.182,2023-11-17 22:26:46.684,t,
sugg_01H6Q16J9A81FW9P5P9FWHFC6G,"{'"json'": {'"countryId'": '"ctry_01GW2HHDK9M26M80SG63T21SVH'", '"orgAddress'": {'"city'": '"Atlanta'", '"govDist'": '"GA'", '"street1'": '"704 Ormewood Avenue Southeast'", '"postCode'": '"30312'"}, '"orgWebsite'": '"http://www.visioncathedral.com/'", '"communityFocus'": ['"attr_01GW2HHFVN72D7XEBZZJXCJQXQ'"], '"serviceCategories'": ['"svct_01GW2HHEVCXGK9GPK6SAZ2Q7E3'"]}}",orgn_01H6Q16J996AP3RDQ847AMHK03,2023-07-31 22:30:46.83,2023-07-31 22:30:46.83,,
